"0","p +"
"0","  transition_reveal(year) +"
"0","  geom_point(aes("
"0","    x = year, y=rate,"
"0","    color = type"
"0","  ))"
"2","geom_path: Each group consists of only one observation. Do you need to adjust
the group aesthetic?
"
"2","geom_path: Each group consists of only one observation. Do you need to adjust
the group aesthetic?
"
"2","Inserting image 1 at 0.00s (1%)..."
"2","Inserting image 2 at 0.10s (2%)..."
"2","Inserting image 3 at 0.20s (3%)..."
"2","Inserting image 4 at 0.30s (4%)..."
"2","Inserting image 5 at 0.40s (5%)..."
"2","Inserting image 6 at 0.50s (6%)..."
"2","Inserting image 7 at 0.60s (7%)..."
"2","Inserting image 8 at 0.70s (8%)..."
"2","Inserting image 9 at 0.80s (9%)..."
"2","Inserting image 10 at 0.90s (10%)..."
"2","Inserting image 11 at 1.00s (11%)..."
"2","Inserting image 12 at 1.10s (12%)..."
"2","Inserting image 13 at 1.20s (13%)..."
"2","Inserting image 14 at 1.30s (14%)..."
"2","Inserting image 15 at 1.40s (15%)..."
"2","Inserting image 16 at 1.50s (16%)..."
"2","Inserting image 17 at 1.60s (17%)..."
"2","Inserting image 18 at 1.70s (18%)..."
"2","Inserting image 19 at 1.80s (19%)..."
"2","Inserting image 20 at 1.90s (20%)..."
"2","Inserting image 21 at 2.00s (21%)..."
"2","Inserting image 22 at 2.10s (22%)..."
"2","Inserting image 23 at 2.20s (23%)..."
"2","Inserting image 24 at 2.30s (24%)..."
"2","Inserting image 25 at 2.40s (25%)..."
"2","Inserting image 26 at 2.50s (26%)..."
"2","Inserting image 27 at 2.60s (27%)..."
"2","Inserting image 28 at 2.70s (28%)..."
"2","Inserting image 29 at 2.80s (29%)..."
"2","Inserting image 30 at 2.90s (30%)..."
"2","Inserting image 31 at 3.00s (31%)..."
"2","Inserting image 32 at 3.10s (32%)..."
"2","Inserting image 33 at 3.20s (33%)..."
"2","Inserting image 34 at 3.30s (34%)..."
"2","Inserting image 35 at 3.40s (35%)..."
"2","Inserting image 36 at 3.50s (36%)..."
"2","Inserting image 37 at 3.60s (37%)..."
"2","Inserting image 38 at 3.70s (38%)..."
"2","Inserting image 39 at 3.80s (39%)..."
"2","Inserting image 40 at 3.90s (40%)..."
"2","Inserting image 41 at 4.00s (41%)..."
"2","Inserting image 42 at 4.10s (42%)..."
"2","Inserting image 43 at 4.20s (43%)..."
"2","Inserting image 44 at 4.30s (44%)..."
"2","Inserting image 45 at 4.40s (45%)..."
"2","Inserting image 46 at 4.50s (46%)..."
"2","Inserting image 47 at 4.60s (47%)..."
"2","Inserting image 48 at 4.70s (48%)..."
"2","Inserting image 49 at 4.80s (49%)..."
"2","Inserting image 50 at 4.90s (50%)..."
"2","Inserting image 51 at 5.00s (51%)..."
"2","Inserting image 52 at 5.10s (52%)..."
"2","Inserting image 53 at 5.20s (53%)..."
"2","Inserting image 54 at 5.30s (54%)..."
"2","Inserting image 55 at 5.40s (55%)..."
"2","Inserting image 56 at 5.50s (56%)..."
"2","Inserting image 57 at 5.60s (57%)..."
"2","Inserting image 58 at 5.70s (58%)..."
"2","Inserting image 59 at 5.80s (59%)..."
"2","Inserting image 60 at 5.90s (60%)..."
"2","Inserting image 61 at 6.00s (61%)..."
"2","Inserting image 62 at 6.10s (62%)..."
"2","Inserting image 63 at 6.20s (63%)..."
"2","Inserting image 64 at 6.30s (64%)..."
"2","Inserting image 65 at 6.40s (65%)..."
"2","Inserting image 66 at 6.50s (66%)..."
"2","Inserting image 67 at 6.60s (67%)..."
"2","Inserting image 68 at 6.70s (68%)..."
"2","Inserting image 69 at 6.80s (69%)..."
"2","Inserting image 70 at 6.90s (70%)..."
"2","Inserting image 71 at 7.00s (71%)..."
"2","Inserting image 72 at 7.10s (72%)..."
"2","Inserting image 73 at 7.20s (73%)..."
"2","Inserting image 74 at 7.30s (74%)..."
"2","Inserting image 75 at 7.40s (75%)..."
"2","Inserting image 76 at 7.50s (76%)..."
"2","Inserting image 77 at 7.60s (77%)..."
"2","Inserting image 78 at 7.70s (78%)..."
"2","Inserting image 79 at 7.80s (79%)..."
"2","Inserting image 80 at 7.90s (80%)..."
"2","Inserting image 81 at 8.00s (81%)..."
"2","Inserting image 82 at 8.10s (82%)..."
"2","Inserting image 83 at 8.20s (83%)..."
"2","Inserting image 84 at 8.30s (84%)..."
"2","Inserting image 85 at 8.40s (85%)..."
"2","Inserting image 86 at 8.50s (86%)..."
"2","Inserting image 87 at 8.60s (87%)..."
"2","Inserting image 88 at 8.70s (88%)..."
"2","Inserting image 89 at 8.80s (89%)..."
"2","Inserting image 90 at 8.90s (90%)..."
"2","Inserting image 91 at 9.00s (91%)..."
"2","Inserting image 92 at 9.10s (92%)..."
"2","Inserting image 93 at 9.20s (93%)..."
"2","Inserting image 94 at 9.30s (94%)..."
"2","Inserting image 95 at 9.40s (95%)..."
"2","Inserting image 96 at 9.50s (96%)..."
"2","Inserting image 97 at 9.60s (97%)..."
"2","Inserting image 98 at 9.70s (98%)..."
"2","Inserting image 99 at 9.80s (99%)..."
"2","Inserting image 100 at 9.90s (100%)..."
"2","
Encoding to gif..."
"2"," done!
"
